	A_no_bat_NonAdap	A_no_bat_Adap	A_combat_cov_NonAdap	A_combat_cov_adap	A_combat_wo_cov_NonAdap	A_combat_wo_cov_adap	A_combat_wo_cov_NonAdap_nofilter	A_combat_wo_cov_adap_no_filter	B_dwd_bild_f	B_dwd_bild	B_combat_wo_cov_f	B_combat_cov_f	A_dwd_bild_NonAdaptive_f	A_dwd_bild_Adaptive_f
TCGA-A7-A13D-01A-13R-A277-07	0.66448456	0.601038552	0.025183313	0.40000561	0.450975199	0.447753972	0.436391835	0.424218291	0.6206665	0.6178589	0.8838026	0.4308643	0.095932502	0.481605134
TCGA-A7-A13D-01B-04R-A277-07	0.457380668	0.4929454	0.004303019	0.009063771	0.310385041	0.293038732	0.297569083	0.295587566	0.1930571	0.1925311	0.7991572	0.1606459	0.030603693	0.25184019
TCGA-A7-A13E-01A-11R-A12P-07	0.471051194	0.450923018	0.062313672	0.441810906	0.392062758	0.371414467	0.392238347	0.35777855	0.129407	0.1275894	0.6484141	0.1372898	0.058849154	0.434341953
TCGA-A7-A13E-01A-11R-A277-07	0.488700462	0.478834257	0.021123734	0.313562881	0.321441659	0.296817219	0.343309757	0.303636626	0.112934	0.111211	0.5869561	0.108497	0.044110237	0.372673557
TCGA-A7-A13E-01B-06R-A277-07	0.301647248	0.32342189	0.018124255	0.238383987	0.080837344	0.069007803	0.101557616	0.094542821	0.0247857	0.0249875	0.3618617	0.0377791	0.0302088	0.240558397
TCGA-A7-A13F-01A-11R-A12P-07	0.787696035	0.632527142	0.147504289	0.47580639	0.384268048	0.370423965	0.416838557	0.437266992	0.4601582	0.4579852	0.7484968	0.3861418	0.218777509	0.595193309
TCGA-A7-A13G-01A-11R-A13Q-07	0.785668816	0.709721244	0.08491626	0.429239617	0.074101212	0.071482718	0.125039152	0.125247181	0.0539616	0.0539085	0.2445844	0.1317791	0.1431423	0.546547617
TCGA-A7-A13G-01B-04R-A22O-07	0.689461874	0.615370523	0.039931011	0.316152978	0.112206691	0.108477467	0.138735097	0.149461042	0.0550631	0.0551689	0.2870369	0.1224585	0.059740816	0.394851025
TCGA-A7-A13H-01A-11R-A22K-07	0.336345784	0.243217605	0.058198322	0.429873441	0.338788796	0.308521681	0.321564276	0.341562953	0.0716904	0.0721042	0.3826197	0.1251391	0.036673016	0.29131826
TCGA-A7-A26E-01A-11R-A169-07	0.614057881	0.499030559	0.108294131	0.477527972	0.222307041	0.225769139	0.236725317	0.254519276	0.067823	0.0677816	0.4193644	0.1028175	0.121227484	0.503210228
TCGA-A7-A26E-01A-11R-A277-07	0.616526824	0.495974106	0.076690585	0.439549605	0.141165011	0.146029343	0.163564053	0.170533705	0.0424069	0.0420859	0.4117469	0.0767183	0.098102439	0.461129322
TCGA-A7-A26E-01B-06R-A277-07	0.448114726	0.402252189	0.081822832	0.522421697	0.079906013	0.07409452	0.09505729	0.116065252	0.0425441	0.0417569	0.2876316	0.0683944	0.071776624	0.393056705
TCGA-A7-A26F-01A-21R-A169-07	0.44812319	0.443108913	0.011897307	0.223613822	0.169796622	0.159055011	0.160538056	0.175306191	0.0755432	0.0761027	0.5085021	0.0898461	0.017271659	0.063825107
TCGA-A7-A26F-01B-04R-A22O-07	0.336745017	0.327136685	0.012550404	0.220341797	0.1917543	0.172753682	0.157124891	0.184754025	0.0519382	0.0523958	0.5421373	0.0844846	0.015646998	0.060265067
TCGA-A7-A26G-01A-21R-A169-07	0.711439619	0.695567778	0.113221968	0.427940814	0.431000039	0.437255867	0.410589993	0.418668664	0.1082715	0.1087456	0.6865379	0.1302828	0.143373807	0.553581068
TCGA-A7-A26H-01A-11R-A169-07	0.605067746	0.549359813	0.12988716	0.478804199	0.309694234	0.305404135	0.303632592	0.319828274	0.1343488	0.1347405	0.5172961	0.0976464	0.065576024	0.423926706
TCGA-A7-A26I-01A-11R-A169-07	0.409968858	0.423394762	0.014304013	0.246926602	0.221793215	0.205691915	0.228712326	0.209844559	0.1038916	0.1022981	0.6022233	0.1403648	0.029428506	0.26431429
TCGA-A7-A26I-01B-06R-A22O-07	0.251399792	0.29218737	0.011380007	0.259161095	0.282108093	0.254304756	0.260155982	0.260098453	0.0585265	0.057577	0.6096187	0.137241	0.016430543	0.098330763
TCGA-A7-A26J-01A-11R-A169-07	0.38286836	0.322915817	0.117312772	0.45512446	0.297475583	0.305334954	0.298184461	0.302786023	0.0646527	0.0645329	0.4569062	0.082838	0.053726214	0.345808786
TCGA-A7-A26J-01A-11R-A277-07	0.416650385	0.334124146	0.08237173	0.461861058	0.242513404	0.247985288	0.259892233	0.250815638	0.0626873	0.0624073	0.4762651	0.0699051	0.04457174	0.305835753
TCGA-A7-A26J-01B-02R-A277-07	0.342175136	0.312898033	0.050138103	0.450428452	0.086597671	0.080714989	0.104473185	0.10611733	0.0261215	0.0258079	0.2606002	0.0511919	0.02771559	0.158040458
TCGA-A7-A2KD-01A-31R-A21T-07	0.65164187	0.581998574	0.115170123	0.489271331	0.338744784	0.340102735	0.342623201	0.337450189	0.4853523	0.4826469	0.487326	0.5930791	0.06381695	0.43161738
TCGA-A7-A3IY-01A-21R-A21T-07	0.49343024	0.429453005	0.075636465	0.427209292	0.411407468	0.415147552	0.397656933	0.414880721	0.0433699	0.0437767	0.4463152	0.0590618	0.05097163	0.365801554
TCGA-A7-A3IZ-01A-11R-A213-07	0.726052847	0.532873885	0.120590505	0.417906508	0.19212179	0.142081801	0.2198643	0.242478326	0.213935	0.2116508	0.5413437	0.1707271	0.073050082	0.452972795
TCGA-A7-A3J0-01A-11R-A213-07	0.675417046	0.567002779	0.035855383	0.301453081	0.156520686	0.165620093	0.22152745	0.169745306	0.0505926	0.049845	0.523151	0.0669354	0.157830645	0.516339516
TCGA-A7-A3J1-01A-11R-A213-07	0.383117666	0.303581426	0.108739688	0.496197441	0.200050915	0.194728967	0.18891283	0.201560301	0.1708087	0.1711362	0.3566742	0.166791	0.041585379	0.305705362
TCGA-A7-A3RF-01A-11R-A22K-07	0.440219313	0.279974347	0.037007687	0.336125198	0.260280423	0.215985176	0.289016329	0.300165517	0.0294599	0.0289313	0.5422437	0.0376235	0.048575572	0.352284873
TCGA-A7-A425-01A-11R-A24H-07	0.352338457	0.289981096	0.069043636	0.450200899	0.338610546	0.305537041	0.290888869	0.337146746	0.0909458	0.091489	0.4384839	0.1569943	0.044314616	0.337861724
TCGA-A7-A426-01A-22R-A24H-07	0.444984794	0.328003357	0.070900387	0.427558565	0.379476418	0.342073961	0.342844871	0.369464955	0.1059073	0.1063864	0.4850039	0.1125713	0.055829655	0.423338037
TCGA-A7-A4SA-01A-11R-A266-07	0.335238847	0.226999676	0.104712825	0.467200963	0.252214037	0.279492428	0.241754378	0.266884728	0.082417	0.0828927	0.2966216	0.1282132	0.03546457	0.326923195
TCGA-A7-A4SB-01A-21R-A266-07	0.658551124	0.591690293	0.119772474	0.456168804	0.355663572	0.311995488	0.376742393	0.410352635	0.2067538	0.2040213	0.5868745	0.138849	0.162829633	0.556074596
TCGA-A7-A4SC-01A-12R-A266-07	0.495921055	0.4621889	0.09972491	0.52432487	0.23803474	0.224040286	0.211005362	0.248267986	0.1434805	0.1438808	0.4115861	0.2017781	0.062766171	0.381794977
TCGA-A7-A4SD-01A-11R-A266-07	0.135181669	0.14135685	0.050279884	0.392304728	0.25953263	0.237045542	0.204015721	0.208342439	0.0508074	0.0512989	0.318716	0.131871	0.018647091	0.076634171
TCGA-A7-A4SE-01A-11R-A266-07	0.420396919	0.5391503	0.02563542	0.252453766	0.551681648	0.518955469	0.506895394	0.51555248	0.049082	0.0490823	0.502381	0.1103831	0.04457057	0.448197543
TCGA-A7-A4SF-01A-11R-A266-07	0.483031443	0.372103163	0.158983358	0.503845557	0.25979965	0.258645412	0.284666617	0.273861565	0.4684528	0.4660263	0.6949583	0.195727	0.120833369	0.527256905
TCGA-A7-A56D-01A-11R-A27Q-07	0.470164549	0.337558556	0.151835315	0.488760992	0.482008596	0.454742177	0.43795272	0.422553428	0.2086783	0.2069107	0.8314862	0.1577287	0.120413548	0.455006696
TCGA-A7-A5ZV-01A-11R-A28M-07	0.505096646	0.315865494	0.094917373	0.349792002	0.150418854	0.229720625	0.215119379	0.180726943	0.2018517	0.2020207	0.634865	0.4978965	0.054957533	0.373841348
TCGA-A7-A5ZW-01A-12R-A29R-07	0.670075479	0.563048384	0.11002091	0.46324787	0.37960593	0.360171246	0.376094712	0.388113621	0.2301822	0.2296618	0.640062	0.1808469	0.120234594	0.539929651
TCGA-A7-A5ZX-01A-12R-A29R-07	0.671197431	0.585799123	0.041470325	0.380929122	0.405016719	0.356686963	0.383022851	0.416350735	0.1818426	0.181702	0.4715348	0.1873091	0.089236051	0.512763307
TCGA-A7-A6VV-01A-22R-A33J-07	0.5179539	0.513996785	0.074919753	0.431769231	0.459776439	0.448128962	0.445024696	0.435254762	0.1837963	0.1837749	0.7295812	0.2385841	0.076608537	0.467476964
TCGA-A7-A6VW-01A-21R-A33J-07	0.159806612	0.156718918	0.061948789	0.39672592	0.316262415	0.289309238	0.267467017	0.269827455	0.054211	0.0546998	0.6154982	0.1161733	0.025976693	0.177984064
TCGA-A7-A6VX-01A-12R-A33J-07	0.382615656	0.363694864	0.121767566	0.485938373	0.211059652	0.228700077	0.223890281	0.239292044	0.062947	0.0619928	0.4943343	0.0834381	0.060913956	0.379737714
TCGA-A7-A6VY-01A-12R-A33J-07	0.227273116	0.184232512	0.034946229	0.399512979	0.34363125	0.365717368	0.345019609	0.319362242	0.0247982	0.0247474	0.646148	0.1181083	0.022718951	0.142613128
TCGA-A8-A06N-01A-11R-A00Z-07	0.37223683	0.204749565	0.118558617	0.445971801	0.051192653	0.04797878	0.105473163	0.088699887	0.2075821	0.205639	0.3711737	0.0712354	0.045859931	0.314325162
TCGA-A8-A06O-01A-11R-A00Z-07	0.276312927	0.255838958	0.135196128	0.474977777	0.238482157	0.255584349	0.261315208	0.26229969	0.0529304	0.0524008	0.4739167	0.0719478	0.052642041	0.355271078
TCGA-A8-A06P-01A-11R-A00Z-07	0.589533609	0.562390833	0.117142479	0.453768053	0.464049516	0.465910567	0.454422172	0.470288564	0.212696	0.2099016	0.7597211	0.1526471	0.153454373	0.552543557
TCGA-A8-A06Q-01A-11R-A034-07	0.501722911	0.400058543	0.125105832	0.387735879	0.101295057	0.098696129	0.169884447	0.160591925	0.1766935	0.1742826	0.6938804	0.0757318	0.070570405	0.462471524
TCGA-A8-A06R-01A-11R-A00Z-07	0.215539626	0.182041246	0.114306929	0.461362442	0.280260443	0.284622602	0.291898134	0.283304196	0.1239176	0.1225606	0.6015547	0.0496618	0.037408741	0.361224439
TCGA-A8-A06T-01A-11R-A00Z-07	0.357568013	0.340892467	0.137604015	0.435454587	0.191911	0.190178767	0.202566806	0.204098192	0.109694	0.1083581	0.5824239	0.0663795	0.037834588	0.335122087
TCGA-A8-A06U-01A-11R-A00Z-07	0.422536762	0.39184191	0.118152416	0.508832798	0.196308421	0.236317438	0.243065975	0.216960745	0.1122673	0.1113877	0.6075193	0.1092829	0.072616058	0.423034015
TCGA-A8-A06X-01A-21R-A00Z-07	0.185150634	0.175683247	0.113543656	0.446883694	0.175903196	0.196725396	0.203292367	0.176696774	0.1180006	0.1167533	0.3882698	0.057979	0.028402981	0.236143228
TCGA-A8-A06Y-01A-21R-A00Z-07	0.52816373	0.51357206	0.130663468	0.499866295	0.184324572	0.179626864	0.183054533	0.180613111	0.1353148	0.1353909	0.5182388	0.0915721	0.108978073	0.496557735
TCGA-A8-A06Z-01A-11R-A00Z-07	0.701804905	0.514009116	0.131433271	0.472248057	0.146385997	0.18565641	0.216927473	0.183750196	0.3535988	0.3509927	0.7449622	0.1549415	0.131130701	0.497264458
TCGA-A8-A075-01A-11R-A084-07	0.506721918	0.478082354	0.154471699	0.52762534	0.354519744	0.357912955	0.373034192	0.3450624	0.1007705	0.0991771	0.6092282	0.0914474	0.065276161	0.413992842
TCGA-A8-A076-01A-21R-A00Z-07	0.616567752	0.561837199	0.171059205	0.538520987	0.377612704	0.372943797	0.405336599	0.377741172	0.5655575	0.5639523	0.6785325	0.4469457	0.128200202	0.525274376
TCGA-A8-A079-01A-21R-A00Z-07	0.520164225	0.365992574	0.112166702	0.46067428	0.263582678	0.299501351	0.307529388	0.296165709	0.1943616	0.1921981	0.6877249	0.0840836	0.096445438	0.466852767
TCGA-A8-A07B-01A-11R-A00Z-07	0.49217595	0.471383414	0.125491389	0.488068567	0.283820993	0.272235257	0.289259193	0.299186275	0.1589431	0.1568031	0.3949105	0.20953	0.077762085	0.461819692
TCGA-A8-A07C-01A-11R-A034-07	0.470305488	0.424833638	0.131032575	0.505212043	0.074232022	0.086657169	0.1124471	0.082513887	0.0253918	0.0251381	0.1983689	0.0763451	0.058854111	0.386381925
TCGA-A8-A07E-01A-11R-A034-07	0.515092884	0.488851689	0.114798264	0.472163396	0.283319607	0.299320209	0.265506169	0.2739071	0.0481515	0.0484297	0.4780832	0.0929782	0.048524818	0.349849874
TCGA-A8-A07F-01A-11R-A00Z-07	0.464579659	0.446688254	0.076614173	0.463038815	0.19957427	0.199354338	0.205839373	0.213619992	0.0684428	0.0679379	0.3420063	0.0976912	0.084733214	0.411142395
TCGA-A8-A07G-01A-11R-A034-07	0.571361903	0.519505057	0.148706042	0.490294943	0.292512793	0.295539859	0.273333395	0.2864584	0.1235544	0.123664	0.5520485	0.1722324	0.09856683	0.469882968
TCGA-A8-A07I-01A-11R-A00Z-07	0.440247774	0.464594294	0.142108283	0.511721737	0.358145862	0.397453548	0.403988967	0.391612659	0.6119007	0.6106225	0.7688773	0.494683	0.050416176	0.385814707
TCGA-A8-A07J-01A-11R-A00Z-07	0.514347427	0.472053671	0.139908012	0.473111222	0.272154418	0.292075987	0.276927072	0.281735833	0.1444131	0.1448251	0.4831515	0.1370429	0.058513387	0.399498945
TCGA-A8-A07L-01A-11R-A00Z-07	0.678297577	0.578529545	0.117811532	0.448816996	0.329930598	0.338085826	0.378621174	0.362188825	0.3793208	0.3772545	0.7654673	0.1336539	0.146193143	0.55737816
TCGA-A8-A07O-01A-11R-A00Z-07	0.298771666	0.255472527	0.055036745	0.391547029	0.115767155	0.142047022	0.154861974	0.137053168	0.0654909	0.0660332	0.4564716	0.0949297	0.034993703	0.234908883
TCGA-A8-A07P-01A-11R-A00Z-07	0.657053236	0.511920924	0.144440703	0.503271002	0.313772479	0.319935213	0.342893873	0.358483414	0.3549119	0.3517194	0.6538667	0.3054522	0.143667585	0.557154772
TCGA-A8-A07R-01A-21R-A034-07	0.287725871	0.223278912	0.128378776	0.473212986	0.30897889	0.331606984	0.327809607	0.29426885	0.2277425	0.2276082	0.709002	0.1800628	0.032733083	0.362245687
TCGA-A8-A07S-01A-11R-A034-07	0.632303417	0.544364361	0.128921152	0.463237973	0.322675646	0.305459208	0.329061929	0.334125126	0.1037354	0.1021318	0.5939224	0.1055033	0.098025884	0.484102808
TCGA-A8-A07U-01A-11R-A034-07	0.174825922	0.125668602	0.082082002	0.463466909	0.128306005	0.137140907	0.114098984	0.090239933	0.1228078	0.123284	0.4234547	0.1032102	0.021556098	0.121550995
TCGA-A8-A07W-01A-11R-A00Z-07	0.543494667	0.57947425	0.159352129	0.484705658	0.436429741	0.436429639	0.459169913	0.42406852	0.3046311	0.3016548	0.7895552	0.1502834	0.124505175	0.542529934
TCGA-A8-A07Z-01A-11R-A00Z-07	0.457582429	0.348085672	0.107090228	0.454384275	0.264864098	0.28240433	0.314762327	0.280940397	0.0824647	0.0813633	0.5226257	0.0901043	0.069047872	0.403675338
TCGA-A8-A081-01A-11R-A00Z-07	0.653462548	0.448215423	0.131153346	0.435039658	0.182343376	0.210936376	0.233083453	0.22386898	0.2380899	0.2352635	0.3516732	0.1659539	0.088393791	0.455841011
TCGA-A8-A082-01A-11R-A00Z-07	0.650568519	0.574163388	0.14696821	0.453363928	0.41035666	0.428844292	0.458330116	0.420949467	0.341027	0.3384999	0.8178731	0.1404587	0.14964973	0.583501608
TCGA-A8-A083-01A-21R-A00Z-07	0.285214701	0.205788206	0.086990283	0.442759476	0.08984885	0.080660889	0.13703352	0.139246993	0.0356257	0.0350855	0.1864711	0.0679401	0.03919596	0.290337786
TCGA-A8-A084-01A-21R-A00Z-07	0.359656271	0.208450961	0.135261246	0.507733783	0.231849386	0.203573634	0.19713617	0.192970594	0.0356431	0.03544	0.4414326	0.0891911	0.030937904	0.272279578
TCGA-A8-A085-01A-11R-A00Z-07	0.768798507	0.672439975	0.118187964	0.468240998	0.317552179	0.322754882	0.375584445	0.364454993	0.4105858	0.4083522	0.7931701	0.1717768	0.221026227	0.66183653
TCGA-A8-A086-01A-11R-A00Z-07	0.596477717	0.438016734	0.111008572	0.454473296	0.350583745	0.374574662	0.37280996	0.359874197	0.141948	0.1405058	0.7106768	0.1232173	0.090350729	0.497068516
TCGA-A8-A08A-01A-11R-A32Y-07	0.526963108	0.417421696	0.131927315	0.485361755	0.271236356	0.25885956	0.27027433	0.272609104	0.1009676	0.0995175	0.5247024	0.1246137	0.095519509	0.484852678
TCGA-A8-A08B-01A-11R-A00Z-07	0.47954089	0.473543381	0.100986991	0.457578042	0.297744766	0.273285573	0.315476145	0.31616893	0.5408784	0.5383259	0.6316732	0.5023142	0.052033532	0.378175061
TCGA-A8-A08C-01A-11R-A00Z-07	0.44053269	0.439636959	0.123648757	0.465892818	0.164407808	0.144435158	0.190357152	0.189652933	0.0509193	0.0510935	0.2784048	0.0853268	0.128380552	0.461425331
TCGA-A8-A08F-01A-11R-A00Z-07	0.400995228	0.311037692	0.094375187	0.420388372	0.269950962	0.329525402	0.285833748	0.271837783	0.1116447	0.1099642	0.6894635	0.0887706	0.032279017	0.308361877
TCGA-A8-A08G-01A-11R-A00Z-07	0.266159101	0.196604425	0.065807577	0.3733583	0.276661286	0.279126886	0.299905086	0.28855107	0.1148479	0.1132638	0.5858195	0.0663678	0.029018799	0.284933596
TCGA-A8-A08H-01A-21R-A00Z-07	0.497337234	0.557347728	0.088923366	0.45137358	0.24752235	0.278959286	0.249772074	0.264241535	0.0367561	0.0369013	0.5439617	0.1080927	0.041410038	0.349998045
TCGA-A8-A08I-01A-11R-A00Z-07	0.519833	0.325905278	0.091825123	0.465533737	0.070070098	0.099269504	0.128268982	0.085267902	0.0320318	0.0314471	0.2401871	0.0521149	0.037509359	0.283108155
TCGA-A8-A08J-01A-11R-A00Z-07	0.599503296	0.56449207	0.175333826	0.533925277	0.459467867	0.436439928	0.4585936	0.419792674	0.8087017	0.8087358	0.8701985	0.6489415	0.119777361	0.551668138
TCGA-A8-A08L-01A-11R-A00Z-07	0.488436764	0.492704687	0.097801325	0.397323897	0.210044781	0.214142142	0.249034672	0.213154881	0.3334714	0.3304789	0.6888787	0.1512165	0.040831057	0.37925997
TCGA-A8-A08O-01A-21R-A056-07	0.565435343	0.426458224	0.111253426	0.496871644	0.392908169	0.378811111	0.403730884	0.420295769	0.1929174	0.1902797	0.6105965	0.1060911	0.113818335	0.546104022
TCGA-A8-A08P-01A-11R-A00Z-07	0.368713071	0.302825534	0.122176886	0.439515062	0.303586302	0.314446337	0.303909025	0.292497791	0.1169298	0.1151141	0.6258862	0.0843998	0.031437847	0.258390312
TCGA-A8-A08R-01A-11R-A034-07	0.353665743	0.418191911	0.089464521	0.426109581	0.351226532	0.345835822	0.34583282	0.340317911	0.2760371	0.2758395	0.5473749	0.1877059	0.030040585	0.281866126
TCGA-A8-A08S-01A-11R-A034-07	0.372771148	0.284779099	0.110929085	0.455655393	0.217316231	0.241127765	0.247445332	0.225927666	0.1005121	0.0989315	0.233206	0.1270961	0.041711296	0.378178169
TCGA-A8-A08T-01A-21R-A00Z-07	0.763501705	0.630635401	0.103211097	0.416124977	0.310004365	0.291624169	0.321374721	0.326330043	0.097442	0.0963527	0.5388592	0.1453976	0.165134438	0.548322243
TCGA-A8-A08X-01A-21R-A00Z-07	0.635319663	0.697650215	0.14196267	0.509753092	0.394107389	0.350711583	0.362262429	0.358848006	0.7593537	0.7590577	0.7722248	0.7984673	0.088873323	0.53512196
TCGA-A8-A08Z-01A-21R-A00Z-07	0.528518827	0.531827076	0.107729616	0.433180703	0.324271972	0.32052432	0.312476789	0.327361019	0.0700809	0.0689152	0.5016374	0.1088674	0.054366657	0.353580471
TCGA-A8-A090-01A-11R-A00Z-07	0.529921745	0.447513851	0.126617597	0.477511042	0.292947762	0.29733695	0.299434333	0.310527138	0.0849506	0.0841198	0.5129209	0.1142384	0.054113134	0.371817389
TCGA-A8-A091-01A-11R-A00Z-07	0.752766357	0.584383097	0.119916507	0.445683625	0.213462091	0.15713932	0.246951157	0.252318864	0.2126196	0.2113286	0.6046493	0.168743	0.126325785	0.554996192
TCGA-A8-A092-01A-11R-A00Z-07	0.363166409	0.295654534	0.176247635	0.557335101	0.278053029	0.287694182	0.322867123	0.273956171	0.184453	0.1821572	0.4930963	0.1080187	0.076677726	0.459543258
TCGA-A8-A093-01A-11R-A00Z-07	0.583071078	0.515138109	0.163478885	0.507195479	0.297440765	0.289756759	0.308029825	0.309741404	0.0865751	0.0858102	0.5524596	0.1536453	0.1409285	0.50397182
TCGA-A8-A094-01A-11R-A00Z-07	0.502682957	0.441928429	0.0802111	0.418782663	0.316923128	0.314364362	0.313073467	0.30607859	0.2232626	0.2210467	0.6307644	0.1025289	0.068490471	0.410665745
TCGA-A8-A095-01A-11R-A00Z-07	0.634549976	0.539589017	0.046633712	0.45897842	0.233075806	0.226472878	0.244475097	0.261042321	0.0591467	0.0590406	0.3932253	0.0911308	0.105876981	0.502959739
TCGA-A8-A096-01A-11R-A00Z-07	0.429144788	0.425098839	0.091369765	0.438679792	0.322872258	0.320146331	0.318020153	0.325300011	0.0315534	0.0313803	0.4727864	0.0916813	0.04741604	0.36197263
TCGA-A8-A097-01A-11R-A034-07	0.47143812	0.442369701	0.132085075	0.455700889	0.378522756	0.370112205	0.358884775	0.379784611	0.1176848	0.1160029	0.3973589	0.2538182	0.080700879	0.461209963
TCGA-A8-A099-01A-11R-A00Z-07	0.76516665	0.646315656	0.136679659	0.452607682	0.239170612	0.212923851	0.247084021	0.245869505	0.12778	0.1258932	0.5909874	0.1387371	0.128117389	0.560236933
TCGA-A8-A09A-01A-11R-A00Z-07	0.58357242	0.524819879	0.08678751	0.468782123	0.392990309	0.38251598	0.390514306	0.404730428	0.332825	0.3296495	0.6374056	0.1900855	0.132893269	0.553892696
TCGA-A8-A09B-01A-11R-A00Z-07	0.430711107	0.306107834	0.114101144	0.469125011	0.342079088	0.338016432	0.346418402	0.352301358	0.1065728	0.1050392	0.5662082	0.1253004	0.067982655	0.43178454
TCGA-A8-A09C-01A-11R-A00Z-07	0.482379569	0.372879593	0.124356618	0.47382459	0.233462826	0.243750058	0.24545117	0.244983239	0.0849791	0.0836107	0.4851808	0.0798606	0.109159153	0.475942033
TCGA-A8-A09D-01A-11R-A00Z-07	0.415614372	0.389097384	0.136783534	0.498508838	0.348548931	0.359265517	0.34240026	0.354566835	0.1644251	0.1645777	0.6562332	0.1022974	0.061383979	0.444055018
TCGA-A8-A09E-01A-11R-A00Z-07	0.314632399	0.196641449	0.10233993	0.424156252	0.339139853	0.309966862	0.298989136	0.328368293	0.1128926	0.1111703	0.5666118	0.0801613	0.030378501	0.317066904
TCGA-A8-A09G-01A-21R-A00Z-07	0.570209683	0.482504154	0.167484302	0.468631519	0.115938672	0.113446823	0.135337614	0.13256044	0.2308441	0.2280706	0.4419155	0.2615332	0.049026549	0.44385202
TCGA-A8-A09I-01A-22R-A034-07	0.555146745	0.511119204	0.162889555	0.539081805	0.269975784	0.279651399	0.276006907	0.256383481	0.3469766	0.3438622	0.5235518	0.4556799	0.06327376	0.430628154
TCGA-A8-A09K-01A-11R-A00Z-07	0.305914122	0.234924194	0.10464493	0.391526313	0.046058872	0.034241066	0.068209098	0.065175971	0.1054027	0.1037842	0.4884119	0.0783059	0.053365225	0.363389408
TCGA-A8-A09M-01A-11R-A00Z-07	0.177329713	0.114047374	0.129274759	0.416463352	0.098183543	0.121702577	0.121976618	0.116955248	0.0266418	0.0264021	0.2889056	0.0442368	0.024713364	0.219831117
